Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Zambon, FT; Stover, SE; Neira, ACG; Rosson, P; Hodges, G; Bournique, D; Ferrarezi, RS; Ritenour, MA",,,,"Zambon, Flavia Tabay; Stover, Sarah E.; Neira, Andres C. Gonzalez; Rosson, Parr; Hodges, Greg; Bournique, Doug; Ferrarezi, Rhuanito S.; Ritenour, Mark A.",,,Large-scale Field Evaluation of Grapefruit Scion/Rootstock Combinations to Identify Potential Tolerance Against Huanglongbing,HORTSCIENCE,,,,,Annual Meeting of the Southern-Region of the American-Society-for-Horticultural-Science (ASHS),"FEB 11-13, 2022","New Orleans, LA","Amer Soc Hort Sci, So Reg",,,,,,,,,,,,,,,,,,,,,,,0018-5345,2327-9834,,,,SEP,2022,57,9,,S,,,S203,S204,,,,,,,,,,,,,,,,WOS:000894805800658,View Full Record in Web of Science
J,"Zapien-Macias, JM; Castle, WS; Gmitter, F; Grosser, JW; Ferrarezi, RS; Rossi, L",,,,"Zapien-Macias, J. Martin; Castle, William S.; Gmitter, Fred, Jr.; Grosser, Jude W.; Ferrarezi, Rhuanito S.; Rossi, Lorenzo",,,"Field Evaluation of the Early Performance of Grapefruit, Navel Orange, and Mandarin Scions on a Broad Range of Rootstocks in the Indian River District",HORTSCIENCE,,,,,Annual Meeting of the Southern-Region of the American-Society-for-Horticultural-Science (ASHS),"FEB 11-13, 2022","New Orleans, LA","Amer Soc Hort Sci, So Reg",,,,,,,,,,,,,,,,,,,,,,,0018-5345,2327-9834,,,,SEP,2022,57,9,,S,,,S95,S96,,,,,,,,,,,,,,,,WOS:000894805800315,View Full Record in Web of Science
J,"Harris, ZN; Awale, M; Bhakta, N; Chitwood, DH; Fennell, A; Frawley, E; Klein, LL; Kovacs, LG; Kwasniewski, M; Londo, JP; Ma, Q; Migicovsky, Z; Swift, JF; Miller, AJ",,,,"Harris, Zachary N.; Awale, Mani; Bhakta, Niyati; Chitwood, Daniel H.; Fennell, Anne; Frawley, Emma; Klein, Laura L.; Kovacs, Laszlo G.; Kwasniewski, Misha; Londo, Jason P.; Ma, Qin; Migicovsky, Zoe; Swift, Joel F.; Miller, Allison J.",,,Multi-dimensional leaf phenotypes reflect root system genotype in grafted grapevine over the growing season,GIGASCIENCE,,,,,,,,,,,,,,,,,"Kwasniewski, Misha/HPH-1262-2023","Klein, Laura/0000-0003-2603-878X; Fennell, Anne/0000-0002-4234-6419; Awale, Mani/0000-0002-2256-7919; Harris, Zachary/0000-0001-8299-3074; Londo, Jason/0000-0003-0535-4820; Chitwood (he/him), Dan/0000-0003-4875-1447; Kwasniewski, Misha/0000-0003-3097-9638",,,,,,,,,,,,,2047-217X,,,,,DEC,2021,10,12,,,,,,,giab087,10.1093/gigascience/giab087,http://dx.doi.org/10.1093/gigascience/giab087,,Dec-21,,,,,,34966928,,,,,WOS:000743901400011,View Full Record in Web of Science
J,"Zapien-Macias, JM; Spyke, P; Castle, WS; Grosser, JW; Gmitter, F; Stover, E; Cave, RD; Ferrarezi, RS",,,,"Zapien-Macias, J. Martin; Spyke, Pete; Castle, William S.; Grosser, Jude W.; Gmitter, Fred, Jr.; Stover, Ed; Cave, Ronald D.; Ferrarezi, Rhuanito S.",,,Comprehensive Field Study of New Grapefruit Scions and Other for Fresh Citrus Varieties on a Broad Range of Rootstocks in the Indian River Citrus District,HORTSCIENCE,,,,,,,,,,,,,,,,,"Ferrarezi, Rhuanito Soranz/AAI-2598-2019","Ferrarezi, Rhuanito Soranz/0000-0002-6873-7995",,,,,,,,,,,,,0018-5345,2327-9834,,,,SEP,2021,56,9,,S,,,S81,S82,,,,,,,,,,,,,,,,WOS:000753680700257,View Full Record in Web of Science
J,"Albrecht, U; Meyering, B; Pugina, G; Bowman, K",,,,"Albrecht, Ute; Meyering, Bryce; Pugina, Gabriel; Bowman, Kim",,,"Mechanisms of Graft Incompatibility of the Mandarin x Trifoliate Orange Hybrid Rootstock 'US-1283' with Lemon, Grapefruit, and Mandarin Scion",HORTSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0018-5345,2327-9834,,,,SEP,2020,55,9,,S,,,S286,S286,,,,,,,,,,,,,,,,WOS:000623253400579,View Full Record in Web of Science
J,"Simonneau, T; Lebon, E; Coupel-Ledru, A; Marguerit, E; Rossdeutsch, L; Ollat, N",,,,"Simonneau, T.; Lebon, E.; Coupel-Ledru, A.; Marguerit, E.; Rossdeutsch, L.; Ollat, N.",,,Adapting plant material to face water stress in vineyards : which physiological targets for an optimal control of plant water status?,OENO ONE,,,,,,,,,,,,,,,,,"Coupel-Ledru, Aude/AAB-9540-2019; Coupel-Ledru, Aude/AAK-8168-2021","Coupel-Ledru, Aude/0000-0003-2097-5924; ",,,,,,,,,,,,,,2494-1271,,,,,2017,51,2,,,,,167,179,,10.20870/oeno-one.2016.0.0.1870,http://dx.doi.org/10.20870/oeno-one.2016.0.0.1870,,,,,,,,,,,,,WOS:000412559000013,View Full Record in Web of Science
J,"Zamboni, M; Garavani, A; Gatti, M; Vercesi, A; Parisi, MG; Bavaresco, L; Poni, S",,,,"Zamboni, Maurizio; Garavani, Alessandra; Gatti, Matteo; Vercesi, Alberto; Parisi, Maria Giulia; Bavaresco, Luigi; Poni, Stefano",,,"Vegetative, physiological and nutritional behavior of new grapevine rootstocks in response to different nitrogen supply",SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,"Gatti, Matteo/D-6614-2018","Gatti, Matteo/0000-0003-4195-7709",,,,,,,,,,,,,0304-4238,1879-1018,,,,20-Apr,2016,202,,,,,,99,106,,10.1016/j.scienta.2016.02.032,http://dx.doi.org/10.1016/j.scienta.2016.02.032,,,,,,,,,,,,,WOS:000374611000014,View Full Record in Web of Science
C,"Edwards, EJ; Collins, MJ; Boettcher, A; Clingeleffer, PC; Walker, RR",,"Braun, P; Stoll, M; Zinkernagel, J",,"Edwards, E. J.; Collins, M. J.; Boettcher, A.; Clingeleffer, P. C.; Walker, R. R.",,,"The Role of Rootstocks in Grapevine Water Use Efficiency: Impacts on Transpiration, Stomatal Control and Yield Efficiency",VII INTERNATIONAL SYMPOSIUM ON IRRIGATION OF HORTICULTURAL CROPS,Acta Horticulturae,,,,VII International Symposium on Irrigation of Horticultural Crops,"JUL 16-20, 2012","Geisenheim, GERMANY",,,,,,,,,,"Collins, Marisa J/A-1688-2010; Walker, Rob R/C-2764-2015; Edwards, Everard/B-3132-2008","Collins, Marisa J/0000-0003-2980-4718; Edwards, Everard/0000-0003-2718-2329",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62610-26-2,,,,2014,1038,,,,,,121,128,,10.17660/ActaHortic.2014.1038.13,http://dx.doi.org/10.17660/ActaHortic.2014.1038.13,,,,,,,,,,,,,WOS:000343887500013,View Full Record in Web of Science
J,"Harbertson, JF; Wran, S; Mireles, M; Keller, M",,,,"Harbertson, James F.; Wran, Sandra; Mireles, Maria; Keller, Markus",,,Rootstock and Scion Influences on Grape and Wine Composition,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-9254,,,,,,2009,60,3,,,,,401A,401A,,,,,,,,,,,,,,,,WOS:000270188600078,View Full Record in Web of Science
J,"Tarczal, E; Kallay, M; Varga, Z; Taksonyi, P; Kocsis, L",,,,"Tarczal, Erik; Kallay, Miklos; Varga, Zoltan; Taksonyi, Peter; Kocsis, Laszlo",,,Rootstock-Scion Interactions and Correlations between Vine Vigor and Grape Quality,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"Kocsis, László/AAK-7525-2020",,,,,,,,,,,,,,0002-9254,,,,,,2009,60,3,,,,,408A,408A,,,,,,,,,,,,,,,,WOS:000270188600105,View Full Record in Web of Science
J,"Tarczal, E; Kocsis, L; Podmanczky, P; Varga, Z",,,,"Tarczal, Erik; Kocsis, Laszlo; Podmanczky, Peter; Varga, Zoltan",,,Effect of rootstocks on amino acid content of grapevine scions,AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,,,,,,,,,,,,,,,,,"Varga, Zoltan/HSH-4331-2023; Kocsis, László/AAK-7525-2020",,,,,,,,,,,,,,0002-9254,,,,,,2007,58,3,,,,,414A,415A,,,,,,,,,,,,,,,,WOS:000250219900042,View Full Record in Web of Science
J,"Whiteman, SA; Stewart, A; Ridgway, HJ; Jaspers, MV",,,,"Whiteman, S. A.; Stewart, A.; Ridgway, H. J.; Jaspers, M. V.",,,Infection of rootstock mother-vines by Phaeomoniella chlamydospora results in infected young grapevines,AUSTRALASIAN PLANT PATHOLOGY,,,,,4th Australasian Soilborne Diseases Symposium,"SEP, 2006","Queenstown, NEW ZEALAND",,,,,,,,,,"rolshausen, philippe/F-7999-2011; Ridgway, Hayley J/J-6720-2013","Ridgway, Hayley J/0000-0002-0735-7649",,,,,,,,,,,,,0815-3191,1448-6032,,,,,2007,36,2,,,,,198,203,,10.1071/AP07012,http://dx.doi.org/10.1071/AP07012,,,,,,,,,,,,,WOS:000244650400018,View Full Record in Web of Science
C,"Sule, S",,"Peter, K",,"Sule, S",,,The influence of rootstock resistance to crown gall (Agrobacterium spp.) on the susceptibility of scions in grapevine,"BEITRAGE ZUR ZUCHTUNGSFORSCHUNG, VOL 5, NO 1, 1999",,,,,International Symposium on New Aspects of Resistance Research on Cultivated Plants - Bacterial Diseases,"NOV 18-19, 1998","ASCHERSLEBEN, GERMANY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,32,34,,,,,,,,,,,,,,,,WOS:000082312100011,View Full Record in Web of Science
J,"TANG, FA; MULLINS, MG",,,,"TANG, FA; MULLINS, MG",,,ADVENTITIOUS BUD FORMATION IN LEAF EXPLANTS OF SOME GRAPEVINE ROOTSTOCK AND SCION CULTIVARS,VITIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042-7500,,,,,SEP,1990,29,3,,,,,151,158,,,,,,,,,,,,,,,,WOS:A1990EE43000004,View Full Record in Web of Science
J,"RUHL, EH",,,,"RUHL, EH",,,UPTAKE AND DISTRIBUTION OF POTASSIUM BY GRAPEVINE ROOTSTOCKS AND ITS IMPLICATION FOR GRAPE JUICE PH OF SCION VARIETIES,AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0816-1089,,,,,,1989,29,5,,,,,707,712,,10.1071/EA9890707,http://dx.doi.org/10.1071/EA9890707,,,,,,,,,,,,,WOS:A1989CW52900016,View Full Record in Web of Science
J,"LIPE, WN; PERRY, RL",,,,"LIPE, WN; PERRY, RL",,,"EFFECTS OF ROOTSTOCKS ON WINE GRAPE SCION VIGOR, YIELD, AND JUICE QUALITY",HORTSCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0018-5345,,,,,APR,1988,23,2,P1,,,,317,321,,,,,,,,,,,,,,,,WOS:A1988M938600027,View Full Record in Web of Science
J,"VAZQUEZ, AM",,,,"VAZQUEZ, AM",,,BIOCHEMICAL METHOD FOR DETERMINATION OF SCION-ROOTSTOCK AFFINITY IN GRAPE,VITIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0042-7500,,,,,,1985,24,1,,,,,12,16,,,,,,,,,,,,,,,,WOS:A1985AGT4200002,View Full Record in Web of Science
J,"POUGET, R; DELAS, J",,,,"POUGET, R; DELAS, J",,,INTERACTION BETWEEN SCION AND ROOTSTOCK IN GRAPEVINE - APPLICATION OF THE RECIPROCAL GRAFTING METHOD TO THE STUDY OF MINERAL-NUTRITION,AGRONOMIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0249-5627,,,,,,1982,2,3,,,,,231,242,,10.1051/agro:19820304,http://dx.doi.org/10.1051/agro:19820304,,,,,,,,,,,,,WOS:A1982NR49100004,View Full Record in Web of Science
J,"Zeng, J; Liu, J; Lian, LN; Xu, AW; Guo, XM; Zhang, L; Zhang, WY; Hu, DN",,,,"Zeng, Jin; Liu, Juan; Lian, Lunan; Xu, Aowen; Guo, Xiaomin; Zhang, Ling; Zhang, Wenyuan; Hu, Dongnan",,,Effects of Scion Variety on the Phosphorus Efficiency of Grafted Camellia oleifera Seedlings,FORESTS,,,,,,,,,,,,,,,,,"Zhang, Ling/AAH-2429-2020","Liu, Juan/0000-0002-6912-1068",,,,,,,,,,,,,,1999-4907,,,,FEB,2022,13,2,,,,,,,203,10.3390/f13020203,http://dx.doi.org/10.3390/f13020203,,,,,,,,,,,,,WOS:000798056000001,View Full Record in Web of Science
C,"Ollat, N; Cookson, SJ; Destrac-Irvine, A; Lauvergeat, V; Ouaked-Lecourieux, F; Marguerit, E; Barrieu, F; Dai, Z; Duchene, E; Gambetta, GA; Gomes, E; Lecourieux, D; van Leeuwen, C; Simonneau, T; Torregrosa, L; Vivin, P; Delrot, S",,"Delrot, S; Ollat, N; Gallusci, P",,"Ollat, N.; Cookson, S. J.; Destrac-Irvine, A.; Lauvergeat, V; Ouaked-Lecourieux, F.; Marguerit, E.; Barrieu, F.; Dai, Z.; Duchene, E.; Gambetta, G. A.; Gomes, E.; Lecourieux, D.; van Leeuwen, C.; Simonneau, T.; Torregrosa, L.; Vivin, P.; Delrot, S.",,,Grapevine adaptation to abiotic stress: an overview,PROCEEDINGS OF THE XII INTERNATIONAL CONFERENCE ON GRAPEVINE BREEDING AND GENETICS,Acta Horticulturae,,,,12th International Conference on Grapevine Breeding and Genetics (GBG),"JUL 15-20, 2018","Bordeaux, FRANCE","Int Soc Horticultural Sci Div Vine & Berry Fruits,Int Soc Horticultural Sci Div Plant Genet Resources & Biotechnol,Int Soc Horticultural Sci Working Grp Grape Genet Physiol & Management,Int Soc Horticultural Sci",,,,,,,,,"lecourieux, fatma/AAC-2039-2019","lecourieux, fatma/0000-0003-1601-2500; Lauvergeat, Virginie/0000-0002-5950-2051; Gomes, Eric/0000-0003-2582-1203; Vivin, Philippe/0000-0003-1629-8107",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62612-45-7,,,,2019,1248,,,,,,497,512,,10.17660/ActaHortic.2019.1248.68,http://dx.doi.org/10.17660/ActaHortic.2019.1248.68,,,,,,,,,,,,,WOS:000711212400068,View Full Record in Web of Science
C,"Pavlousek, P",,"Gaiotti, F; Battista, F; Tomasi, D",,"Pavlousek, P.",,,New rootstock hybrids with Vitis cinerea and their resistance to phylloxera and callus formation,I INTERNATIONAL SYMPOSIUM ON GRAPEVINE ROOTS,Acta Horticulturae,,,,1st International Symposium on Grapevine Roots,16-Oct-14,"Rauscedo, ITALY",Int Soc Horticultural Sci,,,,,,,,,,"Pavlousek, Pavel/0000-0002-6791-8604",,,,,,,,,,,,,0567-7572,2406-6168,978-94-62611-21-4,,,,2016,1136,,,,,,265,268,,10.17660/ActaHortic.2016.1136.36,http://dx.doi.org/10.17660/ActaHortic.2016.1136.36,,,,,,,,,,,,,WOS:000385238000036,View Full Record in Web of Science
J,"Abit, MJM; Hanson, BD",,,,"Abit, Mary Joy M.; Hanson, Bradley D.",,,Evaluation of Preemergence and POST-directed Herbicides on Rootstock Safety in Field-grown Almond Nursery Stock,HORTTECHNOLOGY,,,,,Workshop Mechanized Harvest of Southern Highbush Blueberries for the Fresh Market,"AUG 02-02, 2012","ASHS, Miami, FL",,ASHS,,,,,,,,,"Hanson, Bradley/0000-0003-4462-5339",,,,,,,,,,,,,1063-0198,1943-7714,,,,AUG,2013,23,4,,,,,462,467,,10.21273/HORTTECH.23.4.462,http://dx.doi.org/10.21273/HORTTECH.23.4.462,,,,,,,,,,,,,WOS:000333481000014,View Full Record in Web of Science
J,"Milien, M; Renault-Spilmont, AS; Cookson, SJ; Sarrazin, A; Verdeil, JL",,,,"Milien, Mayeul; Renault-Spilmont, Anne-Sophie; Cookson, Sarah Jane; Sarrazin, Amelie; Verdeil, Jean-Luc",,,Visualization of the 3D structure of the graft union of grapevine using X-ray tomography,SCIENTIA HORTICULTURAE,,,,,,,,,,,,,,,,,"Cookson, Sarah Jane/Q-1146-2019","Cookson, Sarah Jane/0000-0003-2591-192X",,,,,,,,,,,,,0304-4238,1879-1018,,,,06-Sep,2012,144,,,,,,130,140,,10.1016/j.scienta.2012.06.045,http://dx.doi.org/10.1016/j.scienta.2012.06.045,,,,,,,,,,,,,WOS:000309021600019,View Full Record in Web of Science
C,"Miklos, E; Szegletes, Z; Erdei, L",,"Bravdo, BA",,"Miklos, E; Szegletes, Z; Erdei, L",,,Nitrate and chloride transport interaction in grapevine,PROCEEDINGS OF THE FIFTH INTERNATIONAL SYMPOSIUM ON GRAPEVINE PHYSIOLOGY,Acta Horticulturae,,,,5th International Symposium on Grapevine Physiology,"MAY 25-30, 1997","JERUSALEM, ISRAEL","Int Soc Hort Sci, Viticulture Sect,Carmel Wineries,Dead Sea Works,Hebrew Univ Jerusalem,Minist Agr,Machteshim Chem,Deshen Gat Fertilizers,Wine & Vine Council,Netafim Irrigat Inc,Golan Winery,Vigevani Fund,Haifa Chem,Barkan Winery,Israel Fruit Council",,,,,,,,,"Szegletes, Zsolt/A-2459-2013","Szegletes, Zsolt/0000-0003-2202-6933",,,,,,,,,,,,,0567-7572,2406-6168,90-6605-872-2,,,,2000,,526,,,,,249,254,,10.17660/ActaHortic.2000.526.25,http://dx.doi.org/10.17660/ActaHortic.2000.526.25,,,,,,,,,,,,,WOS:000088536500025,View Full Record in Web of Science
J,"Fayek, MA; Ali, AEM; Rashedy, AA",,,,"Fayek, Mohamed Ahmed; Ali, Amr Ebrahim Mohamed; Rashedy, Ahmed Abdelhady",,,Water soaking and benzyladenine as strategy for improving grapevine grafting success,REVISTA BRASILEIRA DE FRUTICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0100-2945,,,,,,2022,44,3,,,,,,,e-946,10.1590/0100-29452022946,http://dx.doi.org/10.1590/0100-29452022946,,,,,,,,,,,,,WOS:000812993600001,View Full Record in Web of Science
J,"Hao, XY; Jiao, BL; Wang, MR; Wang, YL; Shang, BX; Wang, JY; Wang, QC; Xu, Y",,,,"Hao, X. -Y; Jiao, B. -L; Wang, M. -R; Wang, Y-L; Shang, B-X; Wang, J. -Y; Wang, Q-C; Xu, Y.",,,In vitro biological indexing of grapevine leafroll-associated virus 3 in red- and white-berried grapevines (Vitis vinifera),AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH,,,,,,,,,,,,,,,,,,"Wang, Qiaochun/0000-0001-8651-4907",,,,,,,,,,,,,1322-7130,1755-0238,,,,OCT,2021,27,4,,,,,483,490,,10.1111/ajgw.12505,http://dx.doi.org/10.1111/ajgw.12505,,Jun-21,,,,,,,,,,,WOS:000659702700001,View Full Record in Web of Science
J,"Kapazoglou, A; Tani, E; Avramidou, EV; Abraham, EM; Gerakari, M; Megariti, S; Doupis, G; Doulis, AG",,,,"Kapazoglou, Aliki; Tani, Eleni; Avramidou, Evangelia V.; Abraham, Eleni M.; Gerakari, Maria; Megariti, Stamatia; Doupis, Georgios; Doulis, Andreas G.",,,Epigenetic Changes and Transcriptional Reprogramming Upon Woody Plant Grafting for Crop Sustainability in a Changing Environment,FRONTIERS IN PLANT SCIENCE,,,,,,,,,,,,,,,,,"Kapazoglou, Aliki/AAV-6723-2021; Avramidou, Evangelia/M-5918-2019","Kapazoglou, Aliki/0000-0002-7584-5994; Avramidou, Evangelia/0000-0002-5932-1189",,,,,,,,,,,,,1664-462X,,,,,12-Jan,2021,11,,,,,,,,613004,10.3389/fpls.2020.613004,http://dx.doi.org/10.3389/fpls.2020.613004,,,,,,,,33510757,,,,,WOS:000611500100001,View Full Record in Web of Science
S,"Walker, MA; Heinitz, C; Riaz, S; Uretsky, J",,"Cantu, D; Walker, MA",,"Walker, M. Andrew; Heinitz, Claire; Riaz, Summaira; Uretsky, Jacob",,,Grape Taxonomy and Germplasm,GRAPE GENOME,Compendium of Plant Genomes,,,,,,,,,,,,,,,,,"Heinitz, Claire/0000-0003-0341-5538",,,,,,,,,,,,,2199-4781,2199-479X,978-3-030-18601-2; 978-3-030-18600-5,,,,2019,,,,,,,25,38,,10.1007/978-3-030-18601-2_2,http://dx.doi.org/10.1007/978-3-030-18601-2_2,10.1007/978-3-030-18601-2,,,,,,,,,,,,WOS:000647065600004,View Full Record in Web of Science
J,"Lucero, CC; Di Filippo, M; Vila, H; Venier, M",,,,"Cecilia Lucero, Claudia; Di Filippo, Marina; Vila, Hernan; Venier, Matias",,,"Comparing water deficit and saline stress between 1103P and 101-14Mgt rootstocks, grafted with Cabernet Sauvignon",REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,,,,,,,,,,,,,,,,,,"Lucero, Claudia Cecilia/0000-0002-3297-7196",,,,,,,,,,,,,,1853-8665,,,,JUN,2017,49,1,,,,,33,43,,,,,,,,,,,,,,,,WOS:000402437000003,View Full Record in Web of Science
J,"Maimaitiyiming, M; Miller, AJ; Ghulam, A",,,,"Maimaitiyiming, Matthew; Miller, Allison J.; Ghulam, Abduwasit",,,Discriminating Spectral Signatures Among and Within Two Closely Related Grapevine Species,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,,,,,,,,,,,,,,,,,"Miller, Allison/F-2293-2019","Miller, Allison/0000-0002-2722-9361; Sagan, Vasit/0000-0003-4375-2096",,,,,,,,,,,,,0099-1112,2374-8079,,,,JAN,2016,82,1,,,,,51,62,,10.14358/PERS.82.2.51,http://dx.doi.org/10.14358/PERS.82.2.51,,,,,,,,,,,,,WOS:000374622500007,View Full Record in Web of Science
J,"Miotto, LCV; da Mota, RV; de Souza, CR; Franca, DVC; Dias, FAN; Pimentel, RMD; Dal'Osto, MC; Regina, MD",,,,"Vilanova Miotto, Lidiane Carla; da Mota, Renata Vieira; de Souza, Claudia Rita; Cardozo Franca, Danilo Vieira; Novelli Dias, Frederico Alcantara; de Azevedo Pimentel, Rodrigo Meirelles; Dal'Osto, Marite Carlin; Regina, Murillo de Albuquerque",,,Agronomic evaluation of 'Bordo' grapevine (Ives) clones,SCIENTIA AGRICOLA,,,,,,,,,,,,,,,,,"Souza, Claudia/G-6870-2015; de Souza, Claudia Rita/AAT-4087-2021; da Mota, Renata Vieira/K-8193-2016","de Souza, Claudia Rita/0000-0003-3626-1790; da Mota, Renata Vieira/0000-0002-2079-0762",,,,,,,,,,,,,1678-992X,,,,,NOV-DEC,2014,71,6,,,,,458,463,,10.1590/0103-9016-2013-0388,http://dx.doi.org/10.1590/0103-9016-2013-0388,,,,,,,,,,,,,WOS:000346395100003,View Full Record in Web of Science
J,"Serra, S; Mannoni, MA; Ligios, V; Fiori, PP",,,,"Serra, Salvatorica; Mannoni, Maria Angela; Ligios, Virna; Fiori, Pier Paolo",,,Occurrence of Phaeomoniella chlamydospora on grapevine planting material in Sardinia and its control with combined hot water and cyproconazole treatments,PHYTOPATHOLOGIA MEDITERRANEA,,,,,,,,,,,,,,,,,"Serra, Salvatorica/B-5348-2016","Serra, Salvatorica/0000-0001-5663-318X",,,,,,,,,,,,,0031-9465,,,,,,2011,50,,,S,,,S61,S76,,,,,,,,,,,,,,,,WOS:000298663800004,View Full Record in Web of Science
J,"Komar, V; Vigne, E; Demangeat, G; Lemaire, O; Fuchs, M",,,,"Komar, Veronique; Vigne, Emmanuelle; Demangeat, Gerard; Lemaire, Olivier; Fuchs, Marc",,,Cross-Protection as Control Strategy Against Grapevine fanleaf virus in Naturally Infected Vineyards,PLANT DISEASE,,,,,,,,,,,,,,,,,"Lemaire, Olivier/V-2287-2019; Demangeat, Gerard/HLX-3403-2023; lemaire, olivier/HIK-0079-2022","LEMAIRE, Olivier/0000-0002-6042-4361; VIGNE, Emmanuelle/0000-0002-3287-0786",,,,,,,,,,,,,0191-2917,1943-7692,,,,DEC,2008,92,12,,,,,1689,1694,,10.1094/PDIS-92-12-1689,http://dx.doi.org/10.1094/PDIS-92-12-1689,,,,,,,,30764294,,,,,WOS:000263068700014,View Full Record in Web of Science
C,"Troncoso, A; Paneque, P; Weiland, C; Perez-Camacho, F",,"DeSequeira, OA; Sequeira, JC",,"Troncoso, A; Paneque, P; Weiland, C; Perez-Camacho, F",,,GFLV-Infection and in vitro behaviour of infected plant material of three typical Andalusian grapevine cultivars,"PROCEEDINGS OF THE 1ST INTERNATIONAL SYMPOSIUM ON GRAPEVINE GROWING, COMMERCE AND RESEARCH",ACTA HORTICULTURAE,,,,"1st International Symposium on Grapevine Growing, Commerce and Research","JUN 30-JUL 02, 2003","Lisbon, PORTUGAL",,,,,,,,,,"Ardáiz, Carlos Weiland/AAH-2063-2020","Ardáiz, Carlos Weiland/0000-0002-3173-4387; Cantos, Manuel/0000-0001-8672-4437; Weiland Ardaiz, Carlos Maria/0000-0002-2324-007X",,,,,,,,,,,,,0567-7572,,90-6605-717-3,,,,2004,,652,,,,,359,365,,10.17660/ActaHortic.2004.652.47,http://dx.doi.org/10.17660/ActaHortic.2004.652.47,,,,,,,,,,,,,WOS:000224155500047,View Full Record in Web of Science
C,"Avenant, JH",,"Rantz, JM",,"Avenant, JH",,,The effect of hail netting on the performance of table grapes the summer rainfall regions of South Africa,"TABLE GRAPE PRODUCTION, PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM",,,,,International Symposium on Table Grape Production,"JUN 28-29, 1994","ANAHEIM, CA",Amer Soc Enol & Viticulture,,,,,,,,,,,,,,,,,,,,,,,,,0-9630711-1-4,,,,1994,,,,,,,227,229,,,,,,,,,,,,,,,,WOS:A1994BH55B00052,View Full Record in Web of Science
C,"Wolpert, J; Luvisi, D; Schrader, P; Walker, MA",,"Rantz, JM",,"Wolpert, J; Luvisi, D; Schrader, P; Walker, MA",,,Performance of Thompson seedless on three rootstocks in a fanleaf degeneration site: A progress report,"TABLE GRAPE PRODUCTION, PROCEEDINGS OF THE INTERNATIONAL SYMPOSIUM",,,,,International Symposium on Table Grape Production,"JUN 28-29, 1994","ANAHEIM, CA",Amer Soc Enol & Viticulture,,,,,,,,,,,,,,,,,,,,,,,,,0-9630711-1-4,,,,1994,,,,,,,120,122,,,,,,,,,,,,,,,,WOS:A1994BH55B00025,View Full Record in Web of Science
J,"Ekbic, HB; Uyar, H; Erdem, H",,,,"Ekbic, Hatice Bilir; Uyar, Hasan; Erdem, Halil",,,SALINITY TOLERANCE OF COMMONLY GROWN GRAPE CULTIVARS,FRESENIUS ENVIRONMENTAL BULLETIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018-4619,1610-2304,,,,,2021,30,4,,,,,3335,3342,,,,,,,,,,,,,,,,WOS:000658171700027,View Full Record in Web of Science
